character,jap text,Eng,Esp
menu_label__(L_0dbdc),次,next,siguiente
menu_label__(L_0de6a),アンリ／求婚０１,Henri/Proposal01,Henri/Propuesta 01
menu_label__(L_0de8c),アンリ／求婚０２,Henri/Proposal02,Henri/Propuesta 02
menu_label__(L_0deae),アンリ／求婚０３,Henri/Proposal03,Henri/Propuesta 03
menu_label__(L_0ded0),アンリ／求婚０４,Henri/Proposal04,Henri/Propuesta 04
menu_label__(L_0dedc),アンリ／殺殺害,Henri/SatsuSatsu harm,Henri/SatsuSatsu harm
menu_label__(L_0dee8),アンリ／結婚式前,Henri/before wedding,Henri/antes de la boda
menu_label__(L_0def4),アンリ／悪魔の僕,Henri/The Devil's me,Henri/The Devil's me.
menu_label__(L_0df00),アンリ／店を調べる,Henri/Check the store,Henri/Revisa la tienda
menu_label__(L_0df0c),アンリ／店を調べる２,Henri/Check the store2,Henri/Comprueba la tienda2
menu_label__(L_0df18),アンリ／迷宮の奥にて,Henri/In the depths of the labyrinth,Henri/Al fondo del laberinto
menu_label__(L_0df24),アンリ／迷宮の奥にてＡ,Henri/In the depths of the labyrinth A,Henri/Al fondo del laberinto A
menu_label__(L_0df35),アンリ／悪司の元に,Under Henri/Akuji.,Bajo Henri/Akuji.
menu_label__(L_0df6d),アンリ／部下になる,Henri/Become a subordinate,Henri/Convertirse en un subordinado.
menu_label__(L_0df79),アンリ／求婚汎用,Henri/Courtship General Purpose,Henri/Cortejo genérico
menu_label__(L_0dd44),次,next,siguiente
menu_label__(L_0df85),アンリ／調教＋,Henri/Tuning+,Henri/Tuning+
menu_label__(L_0df98),アンリ／調教＋＋,Henri/Modulation ++,Henri/Moderación ++
menu_label__(L_0dfab),アンリ／汎用汎用,Henri/General Purpose General Purpose,Henri/Propósito general Propósito general
menu_label__(L_0e08f),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0e0a5),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0e0bb),部下イベント遅刻,Subordinate Event Delay,Eventos subordinados retrasados
menu_label__(L_0e0d1),部下イベント,subordinate event,evento subordinado
menu_label__(L_0e0e7),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0e0f8),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
menu_label__(L_0e109),かなみ／民華と,Kanami/Minka and,Kanami/Minka y
menu_label__(L_0e115),かなみ／浪梅清と,Kanami/Nami Baisei,Kanami/Nami Baisei
menu_label__(L_0e121),見当かなみ／ＥＰＬ,Kentou Kanami/EPL,Kentou Kanami/EPL
menu_label__(L_0e1d5),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0e1eb),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0e201),部下イベント,subordinate event,evento subordinado
menu_label__(L_0e217),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0e228),浪梅清／子供,NaniBaisei/children,Nani Baisei/hijos
menu_label__(L_0e234),浪梅清／戦闘会話汎用,NaniBaisei/Combat Conversation General Purpose,Nani Baisei/Conversación de combate Propósito general
menu_label__(L_0e240),浪梅清／ＥＰＬ,WaveBaisei/EPL,WaveBaisei/EPL
menu_label__(L_0e3c2),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0e3d8),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0e3ee),部下イベント,subordinate event,evento subordinado
menu_label__(L_0e404),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0e41a),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0e430),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0e441),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0e452),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0e2fc),次,next,siguiente
menu_label__(L_0e463),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_0e479),捕虜愛欲,POW,POW
menu_label__(L_0e49a),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0e4ab),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_0e4c6),陸奥／初戦闘,Mutsu/First battle,Mutsu/primer combate
menu_label__(L_0e4d2),陸奥／戦闘会話／ＶＳ悪司,Mutsu/Combat Conversation/VSAkuji,Mutsu/Conversación de combate/VSAkuji.
menu_label__(L_0e4de),陸奥／戦闘会話／敵汎用,Mutsu/Combat Conversation/Enemy General Purpose,Mutsu/Conversación de combate/Propósito general del enemigo
menu_label__(L_0e4ea),陸奥／戦闘会話／ＶＳ戦鬼,Mutsu/Combat Conversation/Vs.,Mutsu/Conversaciones de combate/Demonios de guerra VS
menu_label__(L_0e68a),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0e6a0),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0e6b6),部下イベント,subordinate event,evento subordinado
menu_label__(L_0e6cc),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0e6e2),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0e6f8),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0e709),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0e71a),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0e72b),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_0e741),捕虜愛欲,POW,POW
menu_label__(L_0e5c4),次,next,siguiente
menu_label__(L_0e75d),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0e76e),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_0e789),ベラドンナ／初戦闘,Belladonna/First battle,Belladonna/Primera batalla.
menu_label__(L_0e795),ベラドンナ／戦闘会話／ＶＳ悪司,Belladonna/Combat Conversation/VSAkuji,Belladonna/Conversación de combate/VSAkuji.
menu_label__(L_0e7a1),ベラドンナ／戦闘会話／敵汎用,Belladonna/Combat Conversation/Enemy General Purpose,BELLADONNA/Conversaciones de Combate/Propósito General del Enemigo
menu_label__(L_0e7ad),ベラドンナ／戦闘会話／ＶＳアメリカン,Belladonna/Combat Conversations/VS American,Belladonna/Conversaciones de Combate/VS American
menu_label__(L_0e885),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0e896),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0e8a7),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_0e8bd),捕虜愛欲,POW,POW
menu_label__(L_0e8d3),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0e8e4),伊万里／心配,Imari/Concern,Imari/Preocupación
menu_label__(L_0e8f0),伊万里／警察に,Imari/to the police.,Imari/a la policía.
menu_label__(L_0e8fc),伊万里／捕獲,Imari/capture,Imari/captura
menu_label__(L_0e908),五十鈴伊万里／調教,Isuzu Imari／Formation,Isuzu Imari/Formación
menu_label__(L_0e914),五十鈴伊万里／売春,Isuzu Imari/Prostitution,Isuzu Imari/prostitución
menu_label__(L_0e996),ヒラカタ／ひらぴー１,Hirakata/Hirappi 1,Hirakata/Hirapy1
menu_label__(L_0ea44),ヒラカタ／ひらぴー２,Hirakata/Hirapy2,Hirakata/Hirapy2.
menu_label__(L_0ea5f),サンディ／捕獲,Sandy/capture,Sandy/captura
menu_label__(L_0ea6b),サンディ／調教,Sandy/Training,Sandy/Tuning
menu_label__(L_0eb7c),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0eb92),部下イベント,subordinate event,evento subordinado
menu_label__(L_0eba8),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0ebb9),星川翼／接触,Hoshikawa Tsubasa/Contact,Hoshikawa Tsubasa/Contacto
menu_label__(L_0ebc5),星川翼／来る,Hoshikawa Tsubasa/Coming,Hoshikawa Tsubasa/viene
menu_label__(L_0ebd1),星川／ＰＭ１,Hoshikawa/PM1,Hoshikawa/PM1
menu_label__(L_0ebdd),星川翼／処刑,Hoshikawa Tsubasa/Execution,Hoshikawa Tsubasa/Ejecución
menu_label__(L_0ebe9),星川／ＥＰＬ,Hoshikawa/EPL,Hoshikawa/EPL
menu_label__(L_0ecad),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0ecc3),部下イベント,subordinate event,evento subordinado
menu_label__(L_0ecd9),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0ecea),鴉丸羅喉／接触,Karasuma Ragou/Contact,Karasuma Ragou/Contacto
menu_label__(L_0ecf6),鴉丸羅喉／来る,Karasuma Ragou/Coming,Karasuma Ragou/Coming
menu_label__(L_0ed02),鴉丸／ＰＭ１,Karasuma/PM1,Karasuma/PM1
menu_label__(L_0ed0e),鴉丸羅喉／処刑,Karasuma Ragou/Execution,Karasuma Ragou/Ejecución
menu_label__(L_0ed1a),鴉丸羅喉／ＥＰＬ,Karasuma Ragou/EPL,Karasuma Ragou/EPL
narrator,そのイタリア料理屋は、閑散としていて、 開店時間だというのに、人っ子一人いなかった。,"The Italian restaurant was deserted and not a single person was in sight, even though it was opening time.","El restaurante italiano estaba desierto, y aunque era la hora de apertura, no había ni una sola persona a la vista."
Henri Pe (talking),………………,………………,………………
narrator,"がらんとした店の中に一人の少女がいた。 客ではなく、店主だった。
 　　［がらん　ごろん］
店の扉のベルが鳴った。 客が入ってきたのだ。","There was a girl in a deserted store. She was not a customer, but the owner.
 　　［The doorbell of the shop rang.]
The doorbell rang. A customer had entered.","Una chica estaba en una tienda desierta. No era una clienta, sino la dueña de la tienda.
 　　[Garan, retumbando].
El timbre de la puerta de la tienda sonó. Un cliente había entrado."
uimiiheishi (talking),イタリア料理が食べられるなんて、 うれし……,I'm so happy to be able to eat Italian food: ……,Estoy tan feliz de poder comer comida italiana……
narrator,入ってきたウィミィ兵は、 内装を見てぎょっとしている。,"A Wime soldier enters, and is flabbergasted by the interior.",El soldado de Wime que entra se siente turbado por el interior.
uimiiheishi (talking),な、なんだ、この部屋はー！,What the heck is this room!,"¡Qué demonios, qué hay en esta habitación!"
Henri Pe (talking),よくきたわね。 何を食べる？ どれも本場の味よ。,Welcome. What do you want to eat? They all taste authentic.,Has recorrido un largo camino. ¿Qué quieres comer? Todos tienen un sabor auténtico.
uimiiheishi (talking),あっ…いや…… 間違えた、すまん。,"Oh…no……… I made a mistake, sorry.","Oh… no…… Me he equivocado, lo siento."
narrator,ウィミィ兵は慌てて店を出て行った。,The Wime soldier left the store in a hurry.,Los soldados de Wime salieron de la tienda a toda prisa.
Henri Pe (talking),……………,……………,……………
 (talking),また逃げていったな……,You ran away again: ……,Te has vuelto a escapar……
narrator,暗い、人気のないところから、声が響く。,"Voices echoed from the dark, unpopular place.",Las voces resuenan desde lugares oscuros e impopulares.
Henri Pe (talking),ふん。 この趣味がわからないなんて、 程度が低いからよ。,Hmm. It's because you don't know what this hobby is.,Hmm. Es porque eres demasiado poco inteligente para entender esta afición.
narrator,少女はその声に、普通に答えた。,The girl responded normally to the voice.,La chica respondió normalmente a la voz.
 (talking),今月は、食事をしてくれた客は、 二人だったかな？,I think we had two guests who dined with us this month.,"Este mes, creo que tuvimos dos invitados que cenaron con nosotros…"
Henri Pe (talking),"うっ……い、いいじゃない。 死人は出してないんだから。
そ、それより、あたしは 悪司がきてくれたらそれでいいの、 そうなのっ！","Ugh…… Yea, that's fine. I'm not causing any deaths.
But I'm fine with Akuji coming, that's all I care about.","Ugh…… Sí, está bien. No estoy causando ninguna muerte.
Pero lo más importante es que me parece bien que venga Akuji, es lo único que quiero."
 (talking),戻ってきているらしいぞ。,I hear they're coming back.,He oído que has vuelto.
Henri Pe (talking),えっ？,What?,¿Qué?
 (talking),悪司だよ。 お前の恋人は、オオサカに 戻ってきている。,Akuji. Your lover is back in Osaca.,Akuji. Tu amante ha vuelto a Osaca.
narrator,２年前。 悪司は戦地に赴く為、港にいた。,Two years ago. Akuji was in port to go to war.,Hace 2 años. Akuji estaba en el puerto para ir a la guerra.
Yamamoto Akuji (talking),そいじゃ、行ってくるわ。,"Okay, I'm off.","Bien, me voy entonces."
Henri Pe (talking),"わざわざ死にに行くなんて、 あんたそんな馬鹿だったの？
ジャパニーズ醤油でも飲んで、 病気になっちゃいなさいよ。 そうしたら、行かなくていいじゃない。","Were you such a fool to go all the way to death?
Drink some Japanese soy sauce and get sick. Then you won't have to go.","¿Eras tan idiota como para ir hasta la muerte?
Bebe un poco de salsa de soja japonesa y ponte enfermo. Entonces no tendrás que ir."
Yamamoto Akuji (talking),"そーいう訳にもいかねぇ。 これは俺に売られた喧嘩だ。 買うのが男ってモンだ。
ああ、それと。
もし、大杉があんたに余計な事を しでかしたら、手紙をくれ。 脱走しても、戻ってくるからよ。
大杉は、いい奴なんだが、どーしてか、 あんたの事になると、目くじら 立ててよぉ……","That's not how it works. This is a fight that was sold to me. A man has to buy it.
Oh, and by the way.
If Oosugi does anything unnecessary to you, write to me. Even if he escapes, he'll come back.
Oosugi is a good guy, but for some reason, when it comes to you, he gets all uptight……","No es así como funciona. Esta es una pelea que se me vendió. Un hombre tiene que comprarlo.
Ah, y también.
Si Oosugi te hace algo innecesario, escríbeme. Incluso si se escapa, volverá.
Oosugi es un buen tipo, pero por alguna razón, cuando se trata de ti, está por todas partes……"
Henri Pe (talking),"ふん。 大杉が何よ。
つぶらな可愛い目をした おじさんじゃない。","Hmm. What's with Oosugi?
He's just an old man with pretty, dull eyes.","Hm. ¿Qué pasa con Oosugi?
Sólo es un anciano con ojos bonitos y apagados."
Yamamoto Akuji (talking),ははは。 それ、大杉が聞いたら、 どんな顔するかな。,Ha-ha-ha. I wonder what kind of face Oosugi would make if he heard that.,"Ja, ja, ja. Me pregunto qué cara pondría Oosugi si escuchara eso."
Henri Pe (talking),行くの、絶対？ 絶対、絶対？,"Are you going, absolutely? Absolutely, absolutely?","¿Vas a ir, absolutamente? Absolutamente, absolutamente…"
Yamamoto Akuji (talking),ああ。,Oh.,Oh.
narrator,アンリは悪司の目をじっと見つめてから、 飛び上がるように背伸びをして、キスをした。,"Henri stared into Akuji's eyes, then jumped up, stood tall, and kissed him.","Henri miró fijamente a los ojos de Akuji, luego se levantó de un salto, se puso de pie y lo besó."
Henri Pe (talking),無事、絶対戻ってこなかったら、 あんたを殺すわよ、悪司。,"If you don't come back safe and sound, I'll Satsu you, Akuji.","Si no vuelves sano y salvo, te Satsu, Akuji."
Yamamoto Akuji (talking),おう。 二重に殺されたくないからな。 頑張るよ。,Oh. I don't want to be Satsu twice. I'll do my best.,Oooh. No quiero ser Satsu dos veces. Haré lo que pueda.
Henri Pe (talking),帰ってきたら、結婚するわよ。,"When you come back, I'll marry you.","Cuando vuelva, me casaré contigo."
Yamamoto Akuji (talking),"もちろん。
もし、大杉が反対したら、 俺は組抜けして、 あんたと添い遂げるよ。","Of course.
If Oosugi opposes, I'll leave the group and go with you.","Por supuesto.
Si Oosugi no está de acuerdo, dejaré el grupo y me iré contigo."
Henri Pe (talking),それは駄目っていうか、絶対却下。,"That's not good. I mean, it's absolutely rejected.","Eso no es suficiente, es decir, absolutamente rechazado."
Yamamoto Akuji (talking),なんで？,Why?,¿Por qué?
Henri Pe (talking),"そしてあたしも、自分のものに している悪司が好きなの。
そうじゃない悪司は、魅力がないの。 そんなフヌケは、ただのいかれぽんち だわ。","And I like Akuji that I own.
Otherwise, Akuji is unattractive. That kind of fool is just a crazy idiot.","Y me gusta el Akuji que tengo.
Akuji que no lo hace es poco atractivo. Ese tipo de idiota es simplemente un idiota loco."
Yamamoto Akuji (talking),そうか、わかった。 あんたがそう言うなら。,"Well, okay. If you say so.","Vale, vale. Si tú lo dices."
Henri Pe (talking),悪司、これ。,"Akuji, this.","Akuji, esto."
narrator,アンリはエプロンのポケットから、 タバスコ程の大きさの瓶を出した。,Henri pulled a bottle about the size of Tabasco out of her apron pocket.,Henri sacó del bolsillo de su delantal una botella del tamaño de un tabasco.
Henri Pe (talking),魔法のお薬。 絶対飲んで。 飲み続けて。でないと、殺しちゃう。,"Magic medicine. Take it. Keep taking it. Otherwise, you'll Satsu.","Medicina mágica. Definitivamente, bébelo. Sigue bebiendo. De lo contrario, te Satsu."
Yamamoto Akuji (talking),わかった、ありがとう。 しっかり飲んでおくよ。,"Okay, thanks. I'll make sure I drink it.","Muy bien, gracias. Me aseguraré de beberlo."
Henri Pe (talking),"……………
あの薬の効果は、完璧……なはず…
悪司……
早く会いたい……
悪司……","……………
The effects of that drug should be perfectly ………
Akuji……
I can't wait to see you ……
Akuji……","……………
Los efectos de esa droga deberían ser perfectamente ………
Akuji……
No puedo esperar a verte ……
Akuji……"
Yamamoto Akuji (talking),それはないでおじゃるよ。,I don't think so.,Eso no va a suceder.
